time , accel_x , accel_y , accel_z
0.000171,-0.00220499997464,-0.014699999831,0.995189988555
1.311876,-0.00097999998873,0.00097999998873,1.00106998849
2.623535,0.00587999993238,-0.0117599998648,0.995434988552
3.935197,-0.00538999993802,-0.00171499998028,0.983184988693
5.245763,-0.00342999996056,0.00538999993802,0.994944988558
6.557521,-0.0097999998873,-0.00489999994365,1.00106998849
7.869295,-0.00685999992111,-0.016169999814,1.00498998844
9.181046,0.0041649999521,0.00171499998028,1.00645998843
10.492726,0.00465499994647,-0.0124949998563,0.996904988536
11.804486,0.00097999998873,0.00465499994647,0.998129988522
13.116157,-0.00685999992111,-0.00244999997183,1.00792998841
14.427859,0.00097999998873,-0.0014699999831,1.00743998841
15.739595,-0.00783999990984,-0.00661499992393,0.991024988603
17.051385,0.00440999994929,0.0112699998704,1.00939998839
18.363182,-0.00808499990702,-0.00465499994647,0.999599988505
19.674965,-0.0041649999521,0.020089999769,1.00449998845
20.986741,-0.00612499992956,0.00342999996056,1.00596998843
22.29847,-0.00367499995774,-0.00906499989575,1.00204998848
23.609927,0.0120049998619,0.000489999994365,0.997149988533
24.921728,-0.000244999997183,0.00318499996337,0.989064988626
